timestamp,detection_time,instance_id,instance_name,vote_count,proxy_ip,session_id,cooldown_message,failure_type
2025-10-25T11:13:51.085821,2025-10-25 11:13:51,1,Instance_1,16105,43.225.188.139,mve0b3kzew,Someone has already voted out of this IP address: 43.225.188.133 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T11:14:33.580246,2025-10-25 11:14:33,8,Instance_8,16105,119.13.225.239,r0zej1xxo6,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T11:19:38.118656,2025-10-25 11:19:38,23,Instance_23,16109,119.13.239.19,f6sv919o8p,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T13:01:04.600050,2025-10-25 13:01:04,19,Instance_19,16121,119.13.224.217,6sjh6aj3nd,Someone has already voted out of this IP address: 119.13.226.156 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T13:01:28.673129,2025-10-25 13:01:28,13,Instance_13,16121,77.83.68.155,r3jkd8wbc0,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T13:03:11.116916,2025-10-25 13:03:11,15,Instance_15,16124,119.13.225.121,sk8ejydo14,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T13:11:27.010809,2025-10-25 13:11:27,23,Instance_23,16132,119.13.239.19,f6sv919o8p,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T13:17:20.186411,2025-10-25 13:17:20,5,Instance_5,16136,77.83.69.80,ioxp5o4qg1,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T13:39:53.742521,2025-10-25 13:39:53,3,Instance_3,16151,91.197.254.163,3b4e9sznwe,Someone has already voted out of this IP address: 77.83.69.216 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T14:44:18.134766,2025-10-25 14:44:18,25,Instance_25,16179,43.225.188.75,mk21b8riv1,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T14:56:25.294846,2025-10-25 14:56:25,10,Instance_10,16182,77.83.69.212,w7gfpgsxwj,Someone has already voted out of this IP address: 77.83.69.39 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T15:14:25.287818,2025-10-25 15:14:25,7,Instance_7,16201,77.83.69.107,mfvhp6muil,Someone has already voted out of this IP address: 43.225.188.179 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T15:15:32.563399,2025-10-25 15:15:32,8,Instance_8,16203,119.13.225.239,r0zej1xxo6,Someone has already voted out of this IP address: 77.83.68.236 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T15:15:44.519461,2025-10-25 15:15:44,24,Instance_24,16202,119.13.226.173,118h593fqk,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T15:28:22.932811,2025-10-25 15:28:22,11,Instance_11,16205,43.225.188.228,099u1zm9yi,Someone has already voted out of this IP address: 91.197.254.77 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T15:33:46.457187,2025-10-25 15:33:46,16,Instance_16,16210,77.83.69.253,rcky0tzohj,Someone has already voted out of this IP address: 77.83.68.160 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T15:41:58.830564,2025-10-25 15:41:58,27,Instance_27,16216,77.83.69.170,j9fdqbu9lg,Someone has already voted out of this IP address: 77.83.69.107 Please come back at your next voting time of 30 minutes.,instance_cooldown
